Department,Building,Count,Percentage,Latitude,Longitude,Blurb
"Counseling, Clinical, School Psychology",BRDA,3,5.36,34.41430670131960,-119.842841202141,Number of classes: 3 (5.02%)
"Counseling, Clinical, School Psychology",HFH,1,1.79,34.413980451232600,-119.841710019331,Number of classes: 1 (2.02%)
Dance,IV THEA,7,3.45,34.41136595270830,-119.854818639572,Number of classes: 7 (3.02%)
Dance,TD-W,66,32.51,34.41323858070960,-119.851842429641,Number of classes: 66 (33.02%)
Dance,HSSB,129,63.55,34.41414519353390,-119.850335590496,Number of classes: 129 (64.02%)
Dance,GIRV,1,0.49,34.414169412115500,-119.846764999091,Number of classes: 1 (0.02%)
Earth Science,EMBARHALL,1,0.76,34.412174709782700,-119.85549848586,Number of classes: 1 (1.02%)
Earth Science,IV THEA,2,1.52,34.41136595270830,-119.854818639572,Number of classes: 2 (2.02%)
Earth Science,TD-W,1,0.76,34.41323858070960,-119.851842429641,Number of classes: 1 (1.02%)
Earth Science,HSSB,3,2.27,34.41414519353390,-119.850335590496,Number of classes: 3 (2.02%)
Earth Science,ARTS,1,0.76,34.412565870156300,-119.849301506747,Number of classes: 1 (1.02%)
Earth Science,MUSIC,1,0.76,34.41233883841600,-119.847045451539,Number of classes: 1 (1.02%)
Earth Science,GIRV,4,3.03,34.414169412115500,-119.846764999091,Number of classes: 4 (3.02%)
Earth Science,NH,1,0.76,34.41512704053030,-119.846288190496,Number of classes: 1 (1.02%)
Earth Science,ELLSN,4,3.03,34.416617643011200,-119.845525252934,Number of classes: 4 (3.02%)
Earth Science,ELNG,4,3.03,34.416617643011200,-119.845525252934,Number of classes: 4 (3.02%)
Earth Science,PSYCH,1,0.76,34.412021550670300,-119.845072663726,Number of classes: 1 (1.02%)
Earth Science,PHELP,2,1.52,34.41624938907930,-119.844830048167,Number of classes: 2 (2.02%)
Earth Science,BUCHN,13,9.85,34.415642395606100,-119.844671092344,Number of classes: 13 (10.02%)
Earth Science,WEBB,33,25.0,34.413684703162800,-119.844018695394,Number of classes: 33 (25.02%)
Earth Science,BRDA,3,2.27,34.41430670131960,-119.842841202141,Number of classes: 3 (2.02%)
Earth Science,PSB-S,54,40.91,34.41465981154060,-119.842781395326,Number of classes: 54 (41.02%)
Earth Science,PSY-E,54,40.91,34.41465981154060,-119.842781395326,Number of classes: 54 (41.02%)
Earth Science,CHEM,4,3.03,34.41564166984650,-119.842772122153,Number of classes: 4 (3.02%)
Earth Science,HFH,4,3.03,34.413980451232600,-119.841710019331,Number of classes: 4 (3.02%)
East Asian Cultural Studies,EMBARHALL,1,3.85,34.412174709782700,-119.85549848586,Number of classes: 1 (4.02%)
East Asian Cultural Studies,IV THEA,1,3.85,34.41136595270830,-119.854818639572,Number of classes: 1 (4.02%)
East Asian Cultural Studies,HSSB,1,3.85,34.41414519353390,-119.850335590496,Number of classes: 1 (4.02%)
East Asian Cultural Studies,GIRV,4,15.38,34.414169412115500,-119.846764999091,Number of classes: 4 (15.02%)
East Asian Cultural Studies,NH,3,11.54,34.41512704053030,-119.846288190496,Number of classes: 3 (12.02%)
East Asian Cultural Studies,PSYCH,1,3.85,34.412021550670300,-119.845072663726,Number of classes: 1 (4.02%)
East Asian Cultural Studies,PHELP,4,15.38,34.41624938907930,-119.844830048167,Number of classes: 4 (15.02%)
East Asian Cultural Studies,BUCHN,8,30.77,34.415642395606100,-119.844671092344,Number of classes: 8 (31.02%)
East Asian Cultural Studies,BRDA,1,3.85,34.41430670131960,-119.842841202141,Number of classes: 1 (4.02%)
East Asian Cultural Studies,CHEM,1,3.85,34.41564166984650,-119.842772122153,Number of classes: 1 (4.02%)
East Asian Cultural Studies,HFH,1,3.85,34.413980451232600,-119.841710019331,Number of classes: 1 (4.02%)
"Ecology, Evolution & Marine Biology",IV THEA,3,0.96,34.41136595270830,-119.854818639572,Number of classes: 3 (1.02%)
"Ecology, Evolution & Marine Biology",HARDR,23,7.35,34.42122419812810,-119.854228245544,Number of classes: 23 (7.02%)
"Ecology, Evolution & Marine Biology",TD-W,4,1.28,34.41323858070960,-119.851842429641,Number of classes: 4 (1.02%)
"Ecology, Evolution & Marine Biology",HSSB,9,2.88,34.41414519353390,-119.850335590496,Number of classes: 9 (3.02%)
"Ecology, Evolution & Marine Biology",SSMS,6,1.92,34.41546380329060,-119.849556946318,Number of classes: 6 (2.02%)
"Ecology, Evolution & Marine Biology",MUSIC,1,0.32,34.41233883841600,-119.847045451539,Number of classes: 1 (0.02%)
"Ecology, Evolution & Marine Biology",GIRV,15,4.79,34.414169412115500,-119.846764999091,Number of classes: 15 (5.02%)
"Ecology, Evolution & Marine Biology",NH,3,0.96,34.41512704053030,-119.846288190496,Number of classes: 3 (1.02%)
"Ecology, Evolution & Marine Biology",CAMPBHALL,8,2.56,34.416499442462300,-119.845363405837,Number of classes: 8 (3.02%)
"Ecology, Evolution & Marine Biology",PSYCH,3,0.96,34.412021550670300,-119.845072663726,Number of classes: 3 (1.02%)
"Ecology, Evolution & Marine Biology",BIOEN,14,4.47,34.41333774635830,-119.84484866166,Number of classes: 14 (4.02%)
"Ecology, Evolution & Marine Biology",PHELP,20,6.39,34.41624938907930,-119.844830048167,Number of classes: 20 (6.02%)
"Ecology, Evolution & Marine Biology",BUCHN,11,3.51,34.415642395606100,-119.844671092344,Number of classes: 11 (4.02%)
"Ecology, Evolution & Marine Biology",WEBB,1,0.32,34.413684703162800,-119.844018695394,Number of classes: 1 (0.02%)
"Ecology, Evolution & Marine Biology",NOBLE,6,1.92,34.43816413122320,-119.84366360097,Number of classes: 6 (2.02%)
"Ecology, Evolution & Marine Biology",LSB,58,18.53,34.41203912485620,-119.843595593253,Number of classes: 58 (19.02%)
"Ecology, Evolution & Marine Biology",MLAB,11,3.51,34.4080850782171,-119.843216606851,Number of classes: 11 (4.02%)
"Ecology, Evolution & Marine Biology",BSIF,93,29.71,34.41239909723010,-119.84316376166,Number of classes: 93 (30.02%)
"Ecology, Evolution & Marine Biology",BRDA,5,1.6,34.41430670131960,-119.842841202141,Number of classes: 5 (2.02%)
"Ecology, Evolution & Marine Biology",PSB-S,3,0.96,34.41465981154060,-119.842781395326,Number of classes: 3 (1.02%)
"Ecology, Evolution & Marine Biology",PSY-E,3,0.96,34.41465981154060,-119.842781395326,Number of classes: 3 (1.02%)
"Ecology, Evolution & Marine Biology",CHEM,6,1.92,34.41564166984650,-119.842772122153,Number of classes: 6 (2.02%)
"Ecology, Evolution & Marine Biology",HFH,10,3.19,34.413980451232600,-119.841710019331,Number of classes: 10 (3.02%)
Economics,EMBARHALL,1,0.32,34.412174709782700,-119.85549848586,Number of classes: 1 (0.02%)
Economics,IV THEA,12,3.81,34.41136595270830,-119.854818639572,Number of classes: 12 (4.02%)
Economics,TD-W,4,1.27,34.41323858070960,-119.851842429641,Number of classes: 4 (1.02%)
Economics,HSSB,19,6.03,34.41414519353390,-119.850335590496,Number of classes: 19 (6.02%)
Economics,ED,1,0.32,34.415294489287100,-119.850264932825,Number of classes: 1 (0.02%)
Economics,ARTS,6,1.9,34.412565870156300,-119.849301506747,Number of classes: 6 (2.02%)
Economics,SH,10,3.17,34.41354740577190,-119.847480780053,Number of classes: 10 (3.02%)
Economics,MUSIC,1,0.32,34.41233883841600,-119.847045451539,Number of classes: 1 (0.02%)
Economics,GIRV,17,5.4,34.414169412115500,-119.846764999091,Number of classes: 17 (5.02%)
Economics,NH,106,33.65,34.41512704053030,-119.846288190496,Number of classes: 106 (34.02%)
Economics,ELLSN,28,8.89,34.416617643011200,-119.845525252934,Number of classes: 28 (9.02%)
Economics,ELNG,28,8.89,34.416617643011200,-119.845525252934,Number of classes: 28 (9.02%)
Economics,CAMPBHALL,12,3.81,34.416499442462300,-119.845363405837,Number of classes: 12 (4.02%)
Economics,PSYCH,12,3.81,34.412021550670300,-119.845072663726,Number of classes: 12 (4.02%)
Economics,BIOEN,4,1.27,34.41333774635830,-119.84484866166,Number of classes: 4 (1.02%)
Economics,PHELP,31,9.84,34.41624938907930,-119.844830048167,Number of classes: 31 (10.02%)
Economics,BUCHN,18,5.71,34.415642395606100,-119.844671092344,Number of classes: 18 (6.02%)
Economics,WEBB,14,4.44,34.413684703162800,-119.844018695394,Number of classes: 14 (4.02%)
Economics,LSB,2,0.63,34.41203912485620,-119.843595593253,Number of classes: 2 (1.02%)
Economics,BRDA,9,2.86,34.41430670131960,-119.842841202141,Number of classes: 9 (3.02%)
Economics,CHEM,5,1.59,34.41564166984650,-119.842772122153,Number of classes: 5 (2.02%)
Economics,HFH,3,0.95,34.413980451232600,-119.841710019331,Number of classes: 3 (1.02%)
Education,IV THEA,2,1.83,34.41136595270830,-119.854818639572,Number of classes: 2 (2.02%)
Education,ED,98,89.91,34.415294489287100,-119.850264932825,Number of classes: 98 (90.02%)
Education,PSYCH,1,0.92,34.412021550670300,-119.845072663726,Number of classes: 1 (1.02%)
Education,WEBB,5,4.59,34.413684703162800,-119.844018695394,Number of classes: 5 (5.02%)
Education,BRDA,1,0.92,34.41430670131960,-119.842841202141,Number of classes: 1 (1.02%)
Education,CHEM,2,1.83,34.41564166984650,-119.842772122153,Number of classes: 2 (2.02%)
Electrical Computer Engineering,EMBARHALL,1,0.45,34.412174709782700,-119.85549848586,Number of classes: 1 (0.02%)
Electrical Computer Engineering,TD-W,4,1.82,34.41323858070960,-119.851842429641,Number of classes: 4 (2.02%)
Electrical Computer Engineering,HSSB,5,2.27,34.41414519353390,-119.850335590496,Number of classes: 5 (2.02%)
Electrical Computer Engineering,ED,1,0.45,34.415294489287100,-119.850264932825,Number of classes: 1 (0.02%)
Electrical Computer Engineering,ARTS,3,1.36,34.412565870156300,-119.849301506747,Number of classes: 3 (1.02%)
Electrical Computer Engineering,SH,5,2.27,34.41354740577190,-119.847480780053,Number of classes: 5 (2.02%)
Electrical Computer Engineering,GIRV,25,11.36,34.414169412115500,-119.846764999091,Number of classes: 25 (11.02%)
Electrical Computer Engineering,NH,12,5.45,34.41512704053030,-119.846288190496,Number of classes: 12 (5.02%)
Electrical Computer Engineering,ELLSN,4,1.82,34.416617643011200,-119.845525252934,Number of classes: 4 (2.02%)
Electrical Computer Engineering,ELNG,4,1.82,34.416617643011200,-119.845525252934,Number of classes: 4 (2.02%)
Electrical Computer Engineering,PSYCH,8,3.64,34.412021550670300,-119.845072663726,Number of classes: 8 (4.02%)
Electrical Computer Engineering,BIOEN,4,1.82,34.41333774635830,-119.84484866166,Number of classes: 4 (2.02%)
Electrical Computer Engineering,PHELP,54,24.55,34.41624938907930,-119.844830048167,Number of classes: 54 (25.02%)
Electrical Computer Engineering,BUCHN,9,4.09,34.415642395606100,-119.844671092344,Number of classes: 9 (4.02%)
Electrical Computer Engineering,WEBB,3,1.36,34.413684703162800,-119.844018695394,Number of classes: 3 (1.02%)
Electrical Computer Engineering,LSB,2,0.91,34.41203912485620,-119.843595593253,Number of classes: 2 (1.02%)
Electrical Computer Engineering,BRDA,3,1.36,34.41430670131960,-119.842841202141,Number of classes: 3 (1.02%)
Electrical Computer Engineering,CHEM,4,1.82,34.41564166984650,-119.842772122153,Number of classes: 4 (2.02%)
Electrical Computer Engineering,HFH,70,31.82,34.413980451232600,-119.841710019331,Number of classes: 70 (32.02%)
Electrical Computer Engineering,ENGR,3,1.36,34.415168928276500,-119.841490977575,Number of classes: 3 (1.02%)
Engineering Sciences,HSSB,2,5.88,34.41414519353390,-119.850335590496,Number of classes: 2 (6.02%)
Engineering Sciences,GIRV,13,38.24,34.414169412115500,-119.846764999091,Number of classes: 13 (38.02%)
Engineering Sciences,NH,11,32.35,34.41512704053030,-119.846288190496,Number of classes: 11 (32.02%)
Engineering Sciences,PSYCH,1,2.94,34.412021550670300,-119.845072663726,Number of classes: 1 (3.02%)
Engineering Sciences,PHELP,5,14.71,34.41624938907930,-119.844830048167,Number of classes: 5 (15.02%)
Engineering Sciences,CHEM,2,5.88,34.41564166984650,-119.842772122153,Number of classes: 2 (6.02%)
English,EMBARHALL,5,2.48,34.412174709782700,-119.85549848586,Number of classes: 5 (2.02%)
English,IV THEA,2,0.99,34.41136595270830,-119.854818639572,Number of classes: 2 (1.02%)
English,TD-W,6,2.97,34.41323858070960,-119.851842429641,Number of classes: 6 (3.02%)
English,HSSB,18,8.91,34.41414519353390,-119.850335590496,Number of classes: 18 (9.02%)
English,ARTS,3,1.49,34.412565870156300,-119.849301506747,Number of classes: 3 (1.02%)
English,SH,72,35.64,34.41354740577190,-119.847480780053,Number of classes: 72 (36.02%)
English,MUSIC,1,0.5,34.41233883841600,-119.847045451539,Number of classes: 1 (0.02%)
English,KERR,1,0.5,34.415263544529800,-119.846920345548,Number of classes: 1 (0.02%)
English,GIRV,33,16.34,34.414169412115500,-119.846764999091,Number of classes: 33 (16.02%)
English,NH,9,4.46,34.41512704053030,-119.846288190496,Number of classes: 9 (4.02%)
English,ELLSN,1,0.5,34.416617643011200,-119.845525252934,Number of classes: 1 (0.02%)
English,ELNG,1,0.5,34.416617643011200,-119.845525252934,Number of classes: 1 (0.02%)
English,CAMPBHALL,7,3.47,34.416499442462300,-119.845363405837,Number of classes: 7 (3.02%)
English,BIOEN,1,0.5,34.41333774635830,-119.84484866166,Number of classes: 1 (0.02%)
English,PHELP,18,8.91,34.41624938907930,-119.844830048167,Number of classes: 18 (9.02%)
English,BUCHN,9,4.46,34.415642395606100,-119.844671092344,Number of classes: 9 (4.02%)
English,LSB,13,6.44,34.41203912485620,-119.843595593253,Number of classes: 13 (6.02%)
English,BRDA,2,0.99,34.41430670131960,-119.842841202141,Number of classes: 2 (1.02%)
English,CHEM,1,0.5,34.41564166984650,-119.842772122153,Number of classes: 1 (0.02%)
Environmental Studies,EMBARHALL,5,2.07,34.412174709782700,-119.85549848586,Number of classes: 5 (2.02%)
Environmental Studies,IV THEA,11,4.56,34.41136595270830,-119.854818639572,Number of classes: 11 (5.02%)
Environmental Studies,HARDR,36,14.94,34.42122419812810,-119.854228245544,Number of classes: 36 (15.02%)
Environmental Studies,TD-W,4,1.66,34.41323858070960,-119.851842429641,Number of classes: 4 (2.02%)
Environmental Studies,HSSB,7,2.9,34.41414519353390,-119.850335590496,Number of classes: 7 (3.02%)
Environmental Studies,ED,2,0.83,34.415294489287100,-119.850264932825,Number of classes: 2 (1.02%)
Environmental Studies,SSMS,4,1.66,34.41546380329060,-119.849556946318,Number of classes: 4 (2.02%)
Environmental Studies,ARTS,2,0.83,34.412565870156300,-119.849301506747,Number of classes: 2 (1.02%)
Environmental Studies,SH,2,0.83,34.41354740577190,-119.847480780053,Number of classes: 2 (1.02%)
Environmental Studies,MUSIC,1,0.41,34.41233883841600,-119.847045451539,Number of classes: 1 (0.02%)
Environmental Studies,KERR,2,0.83,34.415263544529800,-119.846920345548,Number of classes: 2 (1.02%)
Environmental Studies,GIRV,23,9.54,34.414169412115500,-119.846764999091,Number of classes: 23 (10.02%)
Environmental Studies,NH,9,3.73,34.41512704053030,-119.846288190496,Number of classes: 9 (4.02%)
Environmental Studies,ELLSN,7,2.9,34.416617643011200,-119.845525252934,Number of classes: 7 (3.02%)
Environmental Studies,ELNG,7,2.9,34.416617643011200,-119.845525252934,Number of classes: 7 (3.02%)
Environmental Studies,CAMPBHALL,2,0.83,34.416499442462300,-119.845363405837,Number of classes: 2 (1.02%)
Environmental Studies,PSYCH,5,2.07,34.412021550670300,-119.845072663726,Number of classes: 5 (2.02%)
Environmental Studies,BIOEN,4,1.66,34.41333774635830,-119.84484866166,Number of classes: 4 (2.02%)
Environmental Studies,PHELP,47,19.5,34.41624938907930,-119.844830048167,Number of classes: 47 (20.02%)
Environmental Studies,BUCHN,26,10.79,34.415642395606100,-119.844671092344,Number of classes: 26 (11.02%)
Environmental Studies,WEBB,2,0.83,34.413684703162800,-119.844018695394,Number of classes: 2 (1.02%)
Environmental Studies,LSB,2,0.83,34.41203912485620,-119.843595593253,Number of classes: 2 (1.02%)
Environmental Studies,BRDA,1,0.41,34.41430670131960,-119.842841202141,Number of classes: 1 (0.02%)
Environmental Studies,PSB-S,2,0.83,34.41465981154060,-119.842781395326,Number of classes: 2 (1.02%)
Environmental Studies,PSY-E,2,0.83,34.41465981154060,-119.842781395326,Number of classes: 2 (1.02%)
Environmental Studies,CHEM,1,0.41,34.41564166984650,-119.842772122153,Number of classes: 1 (0.02%)
Environmental Studies,BREN,29,12.03,34.41380545240470,-119.842226176231,Number of classes: 29 (12.02%)
Environmental Studies,HFH,5,2.07,34.413980451232600,-119.841710019331,Number of classes: 5 (2.02%)
Exercise & Sport Studies,TD-W,2,2.15,34.41323858070960,-119.851842429641,Number of classes: 2 (2.02%)
Exercise & Sport Studies,RGYM,86,92.47,34.41900881508750,-119.848965660886,Number of classes: 86 (92.02%)
Exercise & Sport Studies,SH,2,2.15,34.41354740577190,-119.847480780053,Number of classes: 2 (2.02%)
Exercise & Sport Studies,GIRV,2,2.15,34.414169412115500,-119.846764999091,Number of classes: 2 (2.02%)
Exercise & Sport Studies,PHELP,1,1.08,34.41624938907930,-119.844830048167,Number of classes: 1 (1.02%)
Exercise Sport,RGYM,94,79.66,34.41900881508750,-119.848965660886,Number of classes: 94 (80.02%)
Exercise Sport,LSB,3,2.54,34.41203912485620,-119.843595593253,Number of classes: 3 (3.02%)
Exercise Sport,BSIF,21,17.8,34.41239909723010,-119.84316376166,Number of classes: 21 (18.02%)
Feminist Studies,EMBARHALL,4,8.7,34.412174709782700,-119.85549848586,Number of classes: 4 (9.02%)
Feminist Studies,IV THEA,1,2.17,34.41136595270830,-119.854818639572,Number of classes: 1 (2.02%)
Feminist Studies,HSSB,1,2.17,34.41414519353390,-119.850335590496,Number of classes: 1 (2.02%)
Feminist Studies,SH,5,10.87,34.41354740577190,-119.847480780053,Number of classes: 5 (11.02%)
Feminist Studies,GIRV,21,45.65,34.414169412115500,-119.846764999091,Number of classes: 21 (46.02%)
Feminist Studies,NH,3,6.52,34.41512704053030,-119.846288190496,Number of classes: 3 (7.02%)
Feminist Studies,ELLSN,1,2.17,34.416617643011200,-119.845525252934,Number of classes: 1 (2.02%)
Feminist Studies,ELNG,1,2.17,34.416617643011200,-119.845525252934,Number of classes: 1 (2.02%)
Feminist Studies,PSYCH,1,2.17,34.412021550670300,-119.845072663726,Number of classes: 1 (2.02%)
Feminist Studies,PHELP,5,10.87,34.41624938907930,-119.844830048167,Number of classes: 5 (11.02%)
Feminist Studies,BUCHN,1,2.17,34.415642395606100,-119.844671092344,Number of classes: 1 (2.02%)
Feminist Studies,WEBB,1,2.17,34.413684703162800,-119.844018695394,Number of classes: 1 (2.02%)
Feminist Studies,LSB,1,2.17,34.41203912485620,-119.843595593253,Number of classes: 1 (2.02%)
Feminist Studies,BRDA,1,2.17,34.41430670131960,-119.842841202141,Number of classes: 1 (2.02%)
Film and Media Studies,EMBARHALL,1,0.57,34.412174709782700,-119.85549848586,Number of classes: 1 (1.02%)
Film and Media Studies,IV THEA,3,1.7,34.41136595270830,-119.854818639572,Number of classes: 3 (2.02%)
Film and Media Studies,HSSB,5,2.84,34.41414519353390,-119.850335590496,Number of classes: 5 (3.02%)
Film and Media Studies,SSMS,88,50.0,34.41546380329060,-119.849556946318,Number of classes: 88 (50.02%)
Film and Media Studies,ARTS,2,1.14,34.412565870156300,-119.849301506747,Number of classes: 2 (1.02%)
Film and Media Studies,PLLOKSTG,49,27.84,34.415266170004300,-119.848817477045,Number of classes: 49 (28.02%)
Film and Media Studies,MUSIC,4,2.27,34.41233883841600,-119.847045451539,Number of classes: 4 (2.02%)
Film and Media Studies,GIRV,1,0.57,34.414169412115500,-119.846764999091,Number of classes: 1 (1.02%)
Film and Media Studies,PHELP,1,0.57,34.41624938907930,-119.844830048167,Number of classes: 1 (1.02%)
Film and Media Studies,BUCHN,21,11.93,34.415642395606100,-119.844671092344,Number of classes: 21 (12.02%)
Film and Media Studies,LSB,1,0.57,34.41203912485620,-119.843595593253,Number of classes: 1 (1.02%)
French,HSSB,42,34.43,34.41414519353390,-119.850335590496,Number of classes: 42 (34.02%)
French,SH,1,0.82,34.41354740577190,-119.847480780053,Number of classes: 1 (1.02%)
French,GIRV,17,13.93,34.414169412115500,-119.846764999091,Number of classes: 17 (14.02%)
French,NH,1,0.82,34.41512704053030,-119.846288190496,Number of classes: 1 (1.02%)
French,ELLSN,3,2.46,34.416617643011200,-119.845525252934,Number of classes: 3 (2.02%)
French,ELNG,3,2.46,34.416617643011200,-119.845525252934,Number of classes: 3 (2.02%)
French,PHELP,42,34.43,34.41624938907930,-119.844830048167,Number of classes: 42 (34.02%)
French,BUCHN,7,5.74,34.415642395606100,-119.844671092344,Number of classes: 7 (6.02%)
French,LSB,8,6.56,34.41203912485620,-119.843595593253,Number of classes: 8 (7.02%)
French,CHEM,1,0.82,34.41564166984650,-119.842772122153,Number of classes: 1 (1.02%)
Geography,EMBARHALL,11,11.58,34.412174709782700,-119.85549848586,Number of classes: 11 (12.02%)
